company_name,business_type,industry,products_services,capabilities,rating,reviews,verified,lead_time_days,moq,capacity,city,state,certifications,established_year,response_time_hours,website
Nova Quality 229,Quality Lab,Nutraceutical,Testing Services,"Microbiology, Heavy Metals",3.8,304,No,5,500 kg,250 tons/month,Bengaluru,Maharashtra,"Kosher, CE",2023,4,https://company229.example.com
Ultra Quality 230,Quality Lab,Nutraceutical,Testing Services,"Microbiology, Heavy Metals",4.6,630,No,20,500 kg,50 tons/month,Indore,Maharashtra,"CE, Kosher",2019,4,https://company230.example.com
Elite Machinery 231,Machinery Supplier,Cosmetics,"Ribbon Blender, Filling Machine","Installation, AMC",4.0,1332,Yes,15,500 kg,100 tons/month,Indore,Tamil Nadu,"Kosher, RoHS, Halal, ISO 9001",2011,2,https://company231.example.com
Ultra Machinery 232,Machinery Supplier,Nutraceutical,"Ribbon Blender, Filling Machine","Installation, AMC",4.5,836,Yes,4,100 kg,100 tons/month,Indore,Maharashtra,"FSSAI, ISO 9001",2009,1,https://company232.example.com
Elite Machinery 233,Machinery Supplier,Cosmetics,"Ribbon Blender, Filling Machine","Installation, AMC",3.7,764,No,35,500 kg,50 tons/month,Bengaluru,Gujarat,"RoHS, Kosher",2014,8,https://company233.example.com
Core Machinery 234,Machinery Supplier,Pharmaceutical,"Ribbon Blender, Filling Machine","Installation, AMC",4.3,726,No,13,250 kg,50 tons/month,Pune,Gujarat,"ISO 9001, WHO GMP, Halal",2013,2,https://company234.example.com
Elite Machinery 235,Machinery Supplier,Pharmaceutical,"Ribbon Blender, Filling Machine","Installation, AMC",3.7,433,No,29,1000 kg,50 tons/month,Indore,Madhya Pradesh,"Kosher, WHO GMP",2015,2,https://company235.example.com
Prime Machinery 236,Machinery Supplier,Furniture,"Ribbon Blender, Filling Machine","Installation, AMC",3.7,1255,No,20,500 kg,100000 units/month,Indore,Telangana,"CE, FSSAI, Kosher",2004,24,https://company236.example.com
Titan Machinery 237,Machinery Supplier,Furniture,"Ribbon Blender, Filling Machine","Installation, AMC",4.0,219,Yes,35,5000 units,250 tons/month,Chennai,Madhya Pradesh,"CE, NABL, RoHS, ISO 9001",2010,1,https://company237.example.com
Ultra Machinery 238,Machinery Supplier,Cosmetics,"Ribbon Blender, Filling Machine","Installation, AMC",4.4,577,No,22,100 kg,100 tons/month,Chennai,Maharashtra,"Halal, RoHS",2016,2,https://company238.example.com
Elite Machinery 239,Machinery Supplier,Nutraceutical,"Ribbon Blender, Filling Machine","Installation, AMC",4.1,615,No,29,500 kg,100000 units/month,Bengaluru,Gujarat,"FSSAI, RoHS, Kosher, Halal",2002,24,https://company239.example.com
Elite Machinery 240,Machinery Supplier,Furniture,"Ribbon Blender, Filling Machine","Installation, AMC",4.6,1385,No,35,250 kg,100 tons/month,Indore,Madhya Pradesh,"WHO GMP, CE, ISO 9001, FSSAI",1999,24,https://company240.example.com
Elite Machinery 241,Machinery Supplier,Cosmetics,"Ribbon Blender, Filling Machine","Installation, AMC",4.6,384,No,8,100 kg,250 tons/month,Mumbai,Madhya Pradesh,"Halal, RoHS, WHO GMP",2003,12,https://company241.example.com
Core Machinery 242,Machinery Supplier,Cosmetics,"Ribbon Blender, Filling Machine","Installation, AMC",4.7,973,Yes,7,500 kg,100 tons/month,Chennai,Gujarat,"Halal, CE, FSSAI, ISO 9001",2022,2,https://company242.example.com
Nova Machinery 243,Machinery Supplier,Pharmaceutical,"Ribbon Blender, Filling Machine","Installation, AMC",3.9,1176,No,12,250 kg,100 tons/month,Indore,Gujarat,"RoHS, WHO GMP, Kosher",2015,1,https://company243.example.com
Core Machinery 244,Machinery Supplier,Nutraceutical,"Ribbon Blender, Filling Machine","Installation, AMC",3.8,355,Yes,34,25 kg,100 tons/month,Chennai,Tamil Nadu,"Halal, NABL, FSSAI, Kosher",2007,1,https://company244.example.com
Titan Machinery 245,Machinery Supplier,Nutraceutical,"Ribbon Blender, Filling Machine","Installation, AMC",3.7,774,Yes,23,1000 kg,100 tons/month,Ahmedabad,Madhya Pradesh,"FSSAI, NABL",2017,4,https://company245.example.com
Nova Machinery 246,Machinery Supplier,Cosmetics,"Ribbon Blender, Filling Machine","Installation, AMC",3.6,1040,No,13,25 kg,50 tons/month,Pune,Telangana,"NABL, RoHS, FSSAI",2023,24,https://company246.example.com
Ultra Machinery 247,Machinery Supplier,Pharmaceutical,"Ribbon Blender, Filling Machine","Installation, AMC",4.9,1013,No,15,100 kg,100000 units/month,Ahmedabad,Maharashtra,"WHO GMP, FSSAI",2018,1,https://company247.example.com
Titan Machinery 248,Machinery Supplier,Furniture,"Ribbon Blender, Filling Machine","Installation, AMC",3.7,760,Yes,27,5000 units,250 tons/month,Indore,Karnataka,"ISO 9001, NABL, RoHS, Kosher",2015,1,https://company248.example.com
Elite Machinery 249,Machinery Supplier,Nutraceutical,"Ribbon Blender, Filling Machine","Installation, AMC",3.6,919,No,10,1000 kg,250 tons/month,Hyderabad,Madhya Pradesh,"FSSAI, ISO 9001",2004,8,https://company249.example.com
Elite Machinery 250,Machinery Supplier,Nutraceutical,"Ribbon Blender, Filling Machine","Installation, AMC",4.2,1285,Yes,29,25 kg,5000 pallets,Bengaluru,Karnataka,"CE, ISO 22000",2020,1,https://company250.example.com
Nova Certification 251,Certification Agency,Electronics,"ISO, GMP, HACCP","Audit, Certification",4.3,548,Yes,25,5000 units,100000 units/month,Pune,Maharashtra,"NABL, Kosher",2024,2,https://company251.example.com
Ultra Certification 252,Certification Agency,Electronics,"ISO, GMP, HACCP","Audit, Certification",3.8,36,Yes,10,1000 kg,100000 units/month,Mumbai,Gujarat,"ISO 22000, NABL, WHO GMP, RoHS",2002,8,https://company252.example.com
Ultra Certification 253,Certification Agency,Cosmetics,"ISO, GMP, HACCP","Audit, Certification",4.1,214,Yes,5,250 kg,250 tons/month,Indore,Madhya Pradesh,"Halal, ISO 22000, ISO 9001",2022,1,https://company253.example.com
Nova Certification 254,Certification Agency,Nutraceutical,"ISO, GMP, HACCP","Audit, Certification",4.4,359,No,25,500 kg,5000 pallets,Pune,Madhya Pradesh,"RoHS, NABL",2000,1,https://company254.example.com
Core Certification 255,Certification Agency,Electronics,"ISO, GMP, HACCP","Audit, Certification",4.8,566,No,33,500 kg,100 tons/month,Ahmedabad,Maharashtra,"ISO 9001, WHO GMP, NABL, FSSAI",2024,12,https://company255.example.com
Titan Certification 256,Certification Agency,Electronics,"ISO, GMP, HACCP","Audit, Certification",4.4,381,No,25,1000 kg,50 tons/month,Indore,Madhya Pradesh,"WHO GMP, Kosher, FSSAI, ISO 9001",2023,8,https://company256.example.com
Prime Certification 257,Certification Agency,Electronics,"ISO, GMP, HACCP","Audit, Certification",3.5,1351,No,3,5000 units,5000 pallets,Indore,Madhya Pradesh,"FSSAI, RoHS, CE, Halal",2017,24,https://company257.example.com
Prime Certification 258,Certification Agency,Furniture,"ISO, GMP, HACCP","Audit, Certification",4.0,1498,Yes,33,250 kg,100000 units/month,Mumbai,Karnataka,"ISO 9001, NABL, RoHS, ISO 22000",2011,8,https://company258.example.com
Nova Certification 259,Certification Agency,Electronics,"ISO, GMP, HACCP","Audit, Certification",3.5,1016,No,18,250 kg,250 tons/month,Ahmedabad,Karnataka,"NABL, Halal",2007,2,https://company259.example.com
Core Certification 260,Certification Agency,Nutraceutical,"ISO, GMP, HACCP","Audit, Certification",4.1,1183,No,8,500 kg,100000 units/month,Pune,Gujarat,"ISO 9001, ISO 22000, FSSAI",2008,1,https://company260.example.com
Titan Certification 261,Certification Agency,Furniture,"ISO, GMP, HACCP","Audit, Certification",3.4,196,No,35,1000 kg,100 tons/month,Bengaluru,Madhya Pradesh,"RoHS, NABL, Halal",1996,2,https://company261.example.com
Ultra Certification 262,Certification Agency,Electronics,"ISO, GMP, HACCP","Audit, Certification",4.2,1279,No,26,5000 units,100000 units/month,Ahmedabad,Gujarat,"FSSAI, ISO 9001, WHO GMP, Halal",2021,24,https://company262.example.com
Titan Certification 263,Certification Agency,Cosmetics,"ISO, GMP, HACCP","Audit, Certification",4.2,1447,Yes,5,100 kg,100000 units/month,Mumbai,Madhya Pradesh,"Halal, ISO 22000, WHO GMP, CE",2001,2,https://company263.example.com
Core Certification 264,Certification Agency,Nutraceutical,"ISO, GMP, HACCP","Audit, Certification",3.7,400,No,9,500 kg,50 tons/month,Bengaluru,Madhya Pradesh,"ISO 22000, Kosher, FSSAI, RoHS",2013,12,https://company264.example.com
Core Certification 265,Certification Agency,Pharmaceutical,"ISO, GMP, HACCP","Audit, Certification",3.4,109,No,33,1000 kg,100 tons/month,Bengaluru,Karnataka,"WHO GMP, ISO 22000",2007,24,https://company265.example.com
Titan Consultant 266,Consultant,Furniture,Manufacturing Consulting,"Supply Chain, Compliance",4.7,1042,No,29,1000 kg,100 tons/month,Pune,Tamil Nadu,"CE, Kosher, Halal",1999,2,https://company266.example.com
Titan Consultant 267,Consultant,Electronics,Manufacturing Consulting,"Supply Chain, Compliance",4.5,1059,No,23,5000 units,5000 pallets,Bengaluru,Maharashtra,"FSSAI, CE",2016,4,https://company267.example.com
Elite Consultant 268,Consultant,Pharmaceutical,Manufacturing Consulting,"Supply Chain, Compliance",4.4,374,No,10,250 kg,5000 pallets,Hyderabad,Karnataka,"Halal, CE, NABL, FSSAI",2020,1,https://company268.example.com
Prime Consultant 269,Consultant,Furniture,Manufacturing Consulting,"Supply Chain, Compliance",3.4,307,Yes,6,100 kg,250 tons/month,Indore,Maharashtra,"CE, WHO GMP, Halal",1996,24,https://company269.example.com
Nova Consultant 270,Consultant,Cosmetics,Manufacturing Consulting,"Supply Chain, Compliance",4.5,76,No,31,25 kg,5000 pallets,Indore,Madhya Pradesh,"NABL, FSSAI, RoHS, Halal",2012,8,https://company270.example.com
Titan Consultant 271,Consultant,Pharmaceutical,Manufacturing Consulting,"Supply Chain, Compliance",4.6,1435,No,6,500 kg,100000 units/month,Hyderabad,Madhya Pradesh,"NABL, ISO 9001, Kosher",2018,4,https://company271.example.com
Titan Consultant 272,Consultant,Pharmaceutical,Manufacturing Consulting,"Supply Chain, Compliance",4.7,917,Yes,26,1000 kg,5000 pallets,Bengaluru,Karnataka,"FSSAI, CE",2009,2,https://company272.example.com
Nova Consultant 273,Consultant,Nutraceutical,Manufacturing Consulting,"Supply Chain, Compliance",4.8,1062,Yes,27,25 kg,100000 units/month,Pune,Karnataka,"WHO GMP, NABL, CE",2022,4,https://company273.example.com
Ultra Consultant 274,Consultant,Nutraceutical,Manufacturing Consulting,"Supply Chain, Compliance",4.1,327,Yes,12,250 kg,5000 pallets,Ahmedabad,Madhya Pradesh,"CE, Kosher, Halal, NABL",2012,4,https://company274.example.com
Elite Consultant 275,Consultant,Nutraceutical,Manufacturing Consulting,"Supply Chain, Compliance",3.9,460,Yes,7,1000 kg,100 tons/month,Hyderabad,Karnataka,"Halal, ISO 22000, WHO GMP, Kosher",2023,2,https://company275.example.com
Ultra Consultant 276,Consultant,Cosmetics,Manufacturing Consulting,"Supply Chain, Compliance",3.9,457,No,3,25 kg,250 tons/month,Hyderabad,Maharashtra,"FSSAI, ISO 9001, RoHS, WHO GMP",2007,1,https://company276.example.com
Ultra Consultant 277,Consultant,Electronics,Manufacturing Consulting,"Supply Chain, Compliance",4.2,589,Yes,26,1000 kg,5000 pallets,Hyderabad,Tamil Nadu,"CE, FSSAI",2005,12,https://company277.example.com
Prime Consultant 278,Consultant,Nutraceutical,Manufacturing Consulting,"Supply Chain, Compliance",3.7,1111,Yes,7,100 kg,100 tons/month,Indore,Madhya Pradesh,"ISO 22000, FSSAI, CE",2021,24,https://company278.example.com
Elite Consultant 279,Consultant,Electronics,Manufacturing Consulting,"Supply Chain, Compliance",4.6,157,Yes,4,500 kg,250 tons/month,Ahmedabad,Gujarat,"ISO 9001, WHO GMP",2020,4,https://company279.example.com
Prime Consultant 280,Consultant,Furniture,Manufacturing Consulting,"Supply Chain, Compliance",4.3,476,No,29,500 kg,100000 units/month,Bengaluru,Tamil Nadu,"RoHS, ISO 9001, FSSAI",2016,1,https://company280.example.com
